ID,Nome,SKU,Tipo,Status,Preço,"Preço Regular","Preço Promoção",Estoque,Categorias,Tags,"Imagem Principal"
4452,"Cinto adidas roxo e preto S/M",0000103,simple,publish,320,320,,1,,,
4468,"Tênis nike com travas (Tam 6) preto e branco",0000087,simple,publish,890,890,,1,,,
4453,"Chapéu adidas Tam S/M",0000102,simple,publish,350,350,,1,,,
4469,"Tênis nike feminino Tam 10",0000086,simple,publish,990,990,,1,,,
4454,"Viseira Under Armour BRANCO",0000101,simple,publish,260,260,,1,,,
4470,"Tênis nike feminino Tam 7y (preto e branco tecidoz)",0000085,simple,publish,790,790,,1,,,
4455,"Viseira Under Armour PRETO",0000100,simple,publish,260,260,,1,,,
4471,"Tênis alto padrão G/Fore (Tam 6.5) branco e roxo",0000084,simple,publish,2450,2450,,1,,,
4456,"viseira adidas feminina cinza quadriculada",0000099,simple,publish,320,320,,1,,,
4472,"Tênis nike feminino (cinza com rosa) TAM 9",0000083,simple,publish,980,980,,1,,,
4441,"Caixa fechada de bolas Taiwan verde (com 12)",0000115,simple,publish,199,199,,1,,,
4457,"Boné titleist roxo claro",0000098,simple,publish,320,320,,1,,,
4473,"Tênis Footjoy mesclado feminino Tam 5 ½",0000082,simple,publish,980,980,,1,,,
4442,"Trio bola bridgestone golf e6 caixa amarela",0000113,simple,publish,120,120,,1,,,
4458,"Boné titleist preto com simbolo redondo branco",0000097,simple,publish,240,240,,1,,,
4474,"Tênis FootJoy infantil TAM 3 (roxo com amarelo)",0000081,simple,publish,450,450,,1,,,
4443,"Trio bola bridgestone golf",0000112,simple,publish,120,120,,1,,,
4459,"Bolsa de sapato",0000096,simple,publish,140,140,,1,,,
4475,"Tênis Footjoy feminino TAM 7 (branco e rosa)",0000080,simple,publish,1250,1250,,1,,,
4444,"Trio bola taiwan verde",0000111,simple,publish,60,60,,1,,,
4460,"Espelho para treino de putter",0000095,simple,publish,140,140,,1,,,
4476,"Tênis Footjoy masculino amarelo fluorescente TAM 8",0000079,simple,publish,1100,1100,,1,,,
4445,"Trio bola taiwan rosa",0000110,simple,publish,60,60,,1,,,
4461,"Toalha microfibra",0000094,simple,publish,80,80,,1,,,
4477,"Tênis FootJoy Flex feminino cinza com azul TAM 6",0000078,simple,publish,990,990,,1,,,
4446,"Trio bola callaway",0000109,simple,publish,100,100,,1,,,
4462,"Escovinha para limpar tacos com recipiente de água",0000093,simple,publish,120,120,,1,,,
4478,"Tênis FootJoy cinca com solado laranja masculino Tam 7 ½",0000077,simple,publish,1350,1350,,1,,,
4447,"Trio de bolas titleist",0000108,simple,publish,100,100,,1,,,
4463,"Suporte para aprender tacar",0000092,simple,publish,150,150,,1,,,
4479,"Tênis FootJoy Flex feminino todo preto TAM 6",0000076,simple,publish,990,990,,1,,,
4448,"Cinto under armour cinza",0000107,simple,publish,380,380,,1,,,
4464,"vara de alinhamento (laranja)",0000091,simple,publish,230,230,,1,,,
4480,"Tênis Adidas ZG23 Golf Shoes Todo preto TAM 10 1/2",0000075,simple,publish,1350,1350,,1,,,
4449,"Cinto Puma trançado azul e bege",0000106,simple,publish,340,340,,1,,,
4465,"vara de alinhamento (amarela)",0000090,simple,publish,230,230,,1,,,
4481,"Tênis Adidas ZG23 Golf Shoes Todo preto TAM 9",0000074,simple,publish,1350,1350,,1,,,
4450,"Cinto Under Armour Azul marinho",0000105,simple,publish,320,320,,1,,,
4466,"Kit de jogo golfe infantil (para brincar)",0000089,simple,publish,550,550,,1,,,
4419,"Mangote preto",0000137,simple,publish,50,50,,1,,,
4435,"Corta vento Alana Tam P",0000121,simple,publish,160,160,,1,,,
4420,"Repelente repellere",0000136,simple,publish,60,60,,1,,,
4436,"Blusa THE NORTH FACE TAM XL",0000120,simple,publish,480,480,,1,,,
4421,"Protetor solar sundown",0000135,simple,publish,60,60,,1,,,
4437,"Corta vento masculino azul marinho tam P",0000119,simple,publish,160,160,,1,,,
4422,"Protetor solar Nivea sun",0000134,simple,publish,69.9,69.9,,1,,,
4438,"Caixa fechada de bolas titleist (com 12)",0000118,simple,publish,320,320,,1,,,
4407,"luva kirkland ML",0000149,simple,publish,130,130,,1,,,
4423,"Protetor solar spray oaz",0000133,simple,publish,79.9,79.9,,1,,,
4439,"Caixa fechada de bolas callaway (com 12)",0000117,simple,publish,320,320,,1,,,
4408,"Luva callaway tam S",0000148,simple,publish,200,200,,1,,,
4424,"pacote de bola usada 100",0000132,simple,publish,100,100,,1,,,
4440,"Caixa fechada de bolas Taiwan rosa (com 12)",0000116,simple,publish,199,199,,1,,,
4409,"luva taylormade TPflex RH-S",0000147,simple,publish,240,240,,1,,,
4425,"pacote de bola usada 120",0000131,simple,publish,120,120,,1,,,
4410,"luva fj contour flx feminina SMALL",0000146,simple,publish,200,200,,1,,,
4426,"Pacote bolinha usada de 80",0000130,simple,publish,80,80,,1,,,
4411,"Luva FJ contour flx masculina CADET MEDIUM",0000145,simple,publish,200,200,,1,,,
4427,"Marcador estilo canivete",0000129,simple,publish,80,80,,1,,,
4412,"Luva FJ contour flx SMALL MASCULINA",0000144,simple,publish,200,200,,1,,,
4428,"Contador de tacada",0000128,simple,publish,80,80,,1,,,
4413,"Luva Taylor made stratus tech RH-S",0000143,simple,publish,180,180,,1,,,
4429,"Blusa feminina Greg Norman Tam XL",0000127,simple,publish,380,380,,1,,,
4414,"Luva taylor made stratus tech RH-XL",0000142,simple,publish,180,180,,1,,,
4430,"Blusa feminina FJ Tam M preta",0000126,simple,publish,560,560,,1,,,
4415,"Luva Weather Sof FJ MED/LG",0000141,simple,publish,180,180,,1,,,
4431,"Blusa feminina FJ Tam M laranja",0000125,simple,publish,560,560,,1,,,
4416,"Luva FJ Weather Sof MEDIUM (caixa verde)",0000140,simple,publish,180,180,,1,,,
4432,"Blusa feminina FJ Tam XS verde",0000124,simple,publish,520,520,,1,,,
4417,"Mangote branco",0000139,simple,publish,50,50,,1,,,
4433,"Corta vento Alana Tam G",0000123,simple,publish,160,160,,1,,,
4418,"Mangote cinza",0000138,simple,publish,50,50,,1,,,
4434,"Corta Vento Alana Tam P amarelo",0000122,simple,publish,160,160,,1,,,
4352,"calça bege nike masculina tam 32 M",0000204,simple,publish,380,380,,1,,,
4369,"vinho casimiro torrones san juanino",0000187,simple,publish,80,80,,1,,,
4385,"Camiseta Vineyard Vines Tam M",0000171,simple,publish,320,320,,1,,,
4403,"Shorts saia preto bolso lateral TAM M",0000153,simple,publish,220,220,,1,,,
4353,"calça greg norman 35 x 32 cinza",0000203,simple,publish,420,420,,1,,,
4370,"Vinho casimiro cosecha 2020",0000186,simple,publish,150,150,,1,,,
4386,"Camiseta Greg Norman Tam M",0000170,simple,publish,420,420,,1,,,
4404,"Shorts saia preto (PP ou P) com renda embaixo",0000152,simple,publish,320,320,,1,,,
4354,"Calça azul greg norman 38x32",0000202,simple,publish,480,480,,1,,,
4371,"Toalha tenis cinza com rosa",0000185,simple,publish,120,120,,1,,,
4387,"Camiseta Travis Mathew Tam M",0000169,simple,publish,380,380,,1,,,
4405,"Shorts saia azul bebê TAM M",0000151,simple,publish,360,360,,1,,,
4355,"calça cinza greg norman tam 40x32",0000201,simple,publish,480,480,,1,,,
4372,"Toalha preta tênis feminina detalhes rosa",0000184,simple,publish,120,120,,1,,,
4389,"Camiseta IZOD GOLF Tam XL",0000167,simple,publish,380,380,,1,,,
4406,"luva kirkland tam S (para mão esquerda)",0000150,simple,publish,130,130,,1,,,
4357,"Boné clube  iguaçu falls branco",0000199,simple,publish,140,140,,1,,,
4373,"Blusa frio VINEYARD VINES rosa baleia TAM L",0000183,simple,publish,490,490,,1,,,
4390,"Boné adidas feminino branco com vermelho",0000166,simple,publish,240,240,,1,,,
4358,"Boné clube  iguaçu falls rosa",0000198,simple,publish,140,140,,1,,,
4374,"Camiseta TRAVIS MATHEW tam XL",0000182,simple,publish,380,380,,1,,,
4391,"shorts saia preto gelufilm S/M",0000165,simple,publish,140,140,,1,,,
4359,"Escovinha para limpar taco toda preta",0000197,simple,publish,80,80,,1,,,
4375,"Camisa GELANTE Tamanho: L",0000181,simple,publish,160,160,,1,,,
4392,"shorts saia rosa fluorescente TAM M/G",0000164,simple,publish,320,320,,1,,,
4360,"Escova limpar taco azul e preta",0000196,simple,publish,80,80,,1,,,
4376,"Camiseta TRAVIS MATHEW TAM L",0000180,simple,publish,420,420,,1,,,
4393,"shorts saia lady hagen sereia tam M",0000163,simple,publish,380,380,,1,,,
4361,"Trio bola nike",0000195,simple,publish,120,120,,1,,,
4377,"Camisa Adidas Tamanho: M",0000179,simple,publish,320,320,,1,,,
4394,"cinto masculino puma mesclado cinza e azul marinho TAM S/M",0000162,simple,publish,340,340,,1,,,
4362,"Necessaire preta",0000194,simple,publish,49,49,,1,,,
4378,"Camisa Walter Hagen Tam XL",0000178,simple,publish,360,360,,1,,,
4395,"Shorts masculino cinza under armour tam 32",0000161,simple,publish,320,320,,1,,,
4363,"Necessaire florida",0000193,simple,publish,49,49,,1,,,
4379,"Camiseta WALTER HAGEN TAM S",0000177,simple,publish,360,360,,1,,,
4396,"Shorts saia rosa/branco/cinza TAM M GRANDSLAM",0000160,simple,publish,340,340,,1,,,
4364,"Faixa cabelo protetor ouvido branco",0000192,simple,publish,60,60,,1,,,
4380,"Camisa Cutter e Buck TAM S/P",0000176,simple,publish,380,380,,1,,,
4397,"Shorts puma branco TAM 10",0000159,simple,publish,320,320,,1,,,
4365,"Faixa cabelo protetor ouvido cinza",0000191,simple,publish,60,60,,1,,,
4381,"Camiseta Columbia Golf Tam S",0000175,simple,publish,420,420,,1,,,
4398,"Saia PUMA branca TAM 10",0000158,simple,publish,380,380,,1,,,
4366,"Faixa cabelo protetor ouvido preto",0000190,simple,publish,60,60,,1,,,
4382,"Camiseta Under Armour Tam S",0000174,simple,publish,360,360,,1,,,
4400,"Shorts masculino adidas BEGE TAM 28",0000156,simple,publish,380,380,,1,,,
4367,"vinho casimiro bonarda",0000189,simple,publish,80,80,,1,,,
4383,"Camiseta Cremieux Performance Tam L",0000173,simple,publish,320,320,,1,,,
4401,"Shorts saia ADIDAS TAM XL",0000155,simple,publish,380,380,,1,,,
4368,"vinho casimiro syrah",0000188,simple,publish,80,80,,1,,,
4384,"Camiseta Columbia Golf Tam S",0000172,simple,publish,480,480,,1,,,
4402,"Shorts saia PUMA TAM XL mesclado azul e branco",0000154,simple,publish,380,380,,1,,,
4336,"camiseta feminina lady hagen tam s vermelha",0000220,simple,publish,360,360,,1,,,
4337,"camiseta feminina fj roxa tam m",0000219,simple,publish,520,520,,1,,,
4322,"calça masculina izod golf tam 36x32",0000234,simple,publish,420,420,,1,,,
4338,"camiseta feminina puma azul gola rosa tam s",0000218,simple,publish,380,380,,1,,,
4323,"calça fem preta soul life tam m",0000233,simple,publish,180,180,,1,,,
4339,"camiseta feminina g/fore azul marinho tam s",0000217,simple,publish,560,560,,1,,,
4324,"camiseta greg norman branca fem tam xl",0000232,simple,publish,380,380,,1,,,
4340,"camiseta feminina greg norman tam xl rosa",0000216,simple,publish,380,380,,1,,,
4325,"camiseta/bata adidas tam s",0000231,simple,publish,380,380,,1,,,
4341,"Camiseta feminina greg norman azul tam S",0000215,simple,publish,350,350,,1,,,
4326,"vestido callaway azul tam M",0000230,simple,publish,680,680,,1,,,
4342,"toalha clube iguassu falls azul",0000214,simple,publish,60,60,,1,,,
4327,"camiseta feminina lady hagen preta tam M",0000229,simple,publish,360,360,,1,,,
4343,"toalha clube iguassu falls branca",0000213,simple,publish,60,60,,1,,,
4328,"calça preta feminina lady hagen tam xs",0000228,simple,publish,380,380,,1,,,
4344,"imã para marcador (apenas para contagem x não vender)",0000212,simple,publish,20,20,,1,,,
4329,"calça feminina nike preta tam 16",0000227,simple,publish,520,520,,1,,,
4345,"marcador clube iguassu",0000211,simple,publish,50,50,,1,,,
4330,"shorts feminino nike golf azul marinho tam 12",0000226,simple,publish,320,320,,1,,,
4346,"marcador clube iguassu com imã para boné",0000210,simple,publish,70,70,,1,,,
4331,"calça feminina puma tam L azul marinho",0000225,simple,publish,420,420,,1,,,
4347,"calça masculina adidas azul marinho tam 36x32",0000209,simple,publish,480,480,,1,,,
4332,"camiseta nike azul dri fit tam L",0000224,simple,publish,320,320,,1,,,
4348,"calça masculina adidas bege tam 36x32",0000208,simple,publish,480,480,,1,,,
4333,"camiseta pgm preta tam L",0000223,simple,publish,320,320,,1,,,
4349,"calça bordo tam 32x32",0000207,simple,publish,480,480,,1,,,
4334,"camiseta feminina fj azul marinha listrado tam s",0000222,simple,publish,520,520,,1,,,
4350,"calça walter hagen tam 38x32",0000206,simple,publish,420,420,,1,,,
4335,"camiseta/bata adidas branca alongada tam s",0000221,simple,publish,380,380,,1,,,
4351,"calça greg norman preta masculina 34x32",0000205,simple,publish,480,480,,1,,,
4272,"Shorts masculino walter hagen rosa tam 35'9",0000284,simple,publish,380,380,,1,,,
4288,"camiseta masculina com gola verde clube tam M",0000268,simple,publish,140,140,,1,,,
4304,"Camiseta clube rosa sem manga G",0000252,simple,publish,140,140,,1,,,
4320,"Tee madeira médio com 10 unidades",0000236,simple,publish,10,10,,1,,,
4273,"Shorts masculino walter hagen rosa tam 36'9",0000283,simple,publish,380,380,,1,,,
4289,"camiseta branca com gola verde masculina clube TAM P",0000267,simple,publish,140,140,,1,,,
4305,"Tee madeira cru grande",0000251,simple,publish,15,15,,1,,,
4321,"Tee plástico laranja",0000235,simple,publish,15,15,,1,,,
4274,"camiseta clube fem preta com manga GG",0000282,simple,publish,140,140,,1,,,
4290,"Camiseta clube feminina branca com manga GG",0000266,simple,publish,140,140,,1,,,
4306,"Tee emborrachado",0000250,simple,publish,20,20,,1,,,
4275,"camiseta clube preta fem sem manga tam GG",0000281,simple,publish,140,140,,1,,,
4291,"camiseta clube branca feminina G com manga",0000265,simple,publish,140,140,,1,,,
4307,"Camiseta ponto do golfe masculina branca P",0000249,simple,publish,140,140,,1,,,
4276,"camiseta clube branca com gola preta masc tam M",0000280,simple,publish,140,140,,1,,,
4292,"camiseta clube branca fem GG sem manga",0000264,simple,publish,140,140,,1,,,
4308,"Camiseta ponto do golfe masculina branca M",0000248,simple,publish,140,140,,1,,,
4277,"camiseta preta clube fem tam M",0000279,simple,publish,140,140,,1,,,
4293,"camiseta clube masculina preta P",0000263,simple,publish,140,140,,1,,,
4309,"Camiseta clube feminina verde TAM XG",0000247,simple,publish,140,140,,1,,,
4278,"camiseta preta clube fem tam G",0000278,simple,publish,140,140,,1,,,
4294,"camiseta clube masculina verde agua G",0000262,simple,publish,140,140,,1,,,
4310,"Tee colorido grande madeira",0000246,simple,publish,15,15,,1,,,
4279,"camiseta preta clube fem tam P com manga",0000277,simple,publish,140,140,,1,,,
4295,"camiseta masculina clube verde agua M",0000261,simple,publish,140,140,,1,,,
4311,"Tee monstrinho branco",0000245,simple,publish,20,20,,1,,,
4280,"camiseta clube fem branca com manga tam P",0000276,simple,publish,140,140,,1,,,
4296,"camiseta masculina clube GG verde agua",0000260,simple,publish,140,140,,1,,,
4312,"Tee bonequinha",0000244,simple,publish,20,20,,1,,,
4281,"camiseta clube branca sem manga fem tam P",0000275,simple,publish,140,140,,1,,,
4297,"camiseta clube feminina roxa GG",0000259,simple,publish,140,140,,1,,,
4313,"Tee ursinho rosa",0000243,simple,publish,20,20,,1,,,
4282,"camiseta clube branca feminina sem manga M",0000274,simple,publish,140,140,,1,,,
4298,"camiseta clube feminina roxa G",0000258,simple,publish,140,140,,1,,,
4314,"Tee girafinha rosa",0000242,simple,publish,20,20,,1,,,
4283,"camiseta clube masculina branca com gola preta TAM P",0000273,simple,publish,140,140,,1,,,
4299,"camiseta clube feminina roxa M",0000257,simple,publish,140,140,,1,,,
4315,"Tee girafinha verde",0000241,simple,publish,20,20,,1,,,
4284,"camiseta clube masculina cinza TAM P",0000272,simple,publish,140,140,,1,,,
4300,"Camiseta clube rosa sem manga P",0000256,simple,publish,140,140,,1,,,
4316,"Tee minion",0000240,simple,publish,20,20,,1,,,
4269,"Shorts masculino walter hagen azul tam 30'9",0000287,simple,publish,380,380,,1,,,
4285,"camiseta clube masculina cinza TAM GG",0000271,simple,publish,140,140,,1,,,
4301,"camiseta masculina clube branca tam XGG",0000255,simple,publish,140,140,,1,,,
4317,"Tee panda",0000239,simple,publish,20,20,,1,,,
4270,"Shorts masculino walter hagen rosa tam 34'9",0000286,simple,publish,380,380,,1,,,
4286,"camiseta clube masculina cinza TAM G",0000270,simple,publish,140,140,,1,,,
4302,"Camiseta clube rosa sem manga M",0000254,simple,publish,140,140,,1,,,
4318,"Tee ursinho",0000238,simple,publish,20,20,,1,,,
4271,"Shorts masculino walter hagen rosa tam 38'9",0000285,simple,publish,380,380,,1,,,
4287,"camiseta clube masculina cinza TAM M",0000269,simple,publish,140,140,,1,,,
4303,"camiseta clube rosa sem manga tam GG",0000253,simple,publish,140,140,,1,,,
4319,"Tee gatinho",0000237,simple,publish,20,20,,1,,,
4240,"trio bola callaway supersoft rosa",0000316,simple,publish,90,90,,1,,,
4256,"picole açai leitinho",0000300,simple,publish,15,15,,1,,,
4241,"caixa bola completa callaway supersoft rosa",0000315,simple,publish,320,320,,1,,,
4257,"picole doce de leite",0000299,simple,publish,12,12,,1,,,
4242,"camiseta tail white label tam L",0000314,simple,publish,420,420,,1,,,
4258,"picole ovomaltine",0000298,simple,publish,18,18,,1,,,
4243,"regata feminina tail white label tam S",0000313,simple,publish,420,420,,1,,,
4259,"picole ovomaltine vegano",0000297,simple,publish,12,12,,1,,,
4244,"regata feminina preta TAIL WHITE LABEL TAM L",0000312,simple,publish,420,420,,1,,,
4260,"picole banoffe",0000296,simple,publish,15,15,,1,,,
4245,"tênis feminino Footjoy prosl branco com rosa TAM 7",0000311,simple,publish,1350,1350,,1,,,
4261,"luva fj junior small",0000295,simple,publish,120,120,,1,,,
4246,"Shorts adidas preto masculino TAM 36",0000310,simple,publish,460,460,,1,,,
4262,"luva fj junior med/large",0000294,simple,publish,120,120,,1,,,
4247,"Shorts saia adidas preto TAM M",0000309,simple,publish,420,420,,1,,,
4263,"shorts saia Fj preto tam m",0000293,simple,publish,440,440,,1,,,
4248,"Bolsa de tacos ultralight",0000308,simple,publish,2950,2950,,1,,,
4264,"Vestido lady hagen tam M",0000292,simple,publish,420,420,,1,,,
4249,"picole chocolate",0000307,simple,publish,12,12,,1,,,
4265,"shorts saia fj salmão tam M",0000291,simple,publish,440,440,,1,,,
4250,"picole 7 belo",0000306,simple,publish,12,12,,1,,,
4266,"Shorts saia FJ branco tam XS",0000290,simple,publish,440,440,,1,,,
4251,"picole brigadeiro",0000305,simple,publish,18,18,,1,,,
4267,"Shorts masculino walter hagen azul tam 36'9",0000289,simple,publish,380,380,,1,,,
4252,"picole de coco branco",0000304,simple,publish,15,15,,1,,,
4268,"Shorts masculino walter hagen azul tam 34'9",0000288,simple,publish,380,380,,1,,,
4237,"trio de bola bridgestone lady precept",0000319,simple,publish,80,80,,1,,,
4253,"picole de brownie",0000303,simple,publish,18,18,,1,,,
4238,"trio de bola callaway supersoft laranja",0000318,simple,publish,90,90,,1,,,
4254,"picole de leite com creme de avela",0000302,simple,publish,15,15,,1,,,
4239,"caixa de bola callaway supersoft completa laranja",0000317,simple,publish,320,320,,1,,,
4255,"picole caramelo crocante com flor de sal",0000301,simple,publish,18,18,,1,,,
4235,"CALÇA GLORIA VANDERBILT VERDE",1,simple,publish,460,460,,1,,,
4236,"caixa de bola completa bridgestone lady precept",0000320,simple,publish,290,290,,1,,,
4127,"Tênis de Golfe FootJoy Flex Coastal — Versatilidade e Conforto em Azul TM 8",81,simple,publish,1250,1250,,1,Calçados,,http://localhost/htdocs/pontodogolfe/wp-content/uploads/2025/10/f450d91e-e170-42b1-99d3-8c07764613f9.jpg
3819,"ADIDAS Tech Response SL 3.0 CINZA E ROXO (TAM 6)",0000023,simple,publish,1350,1350,,1,,,
3821,"Adidas Solarmotion BOA 24 Spikeless Golf (TAM 7) CINZA COM VERDE",0000020,simple,publish,1250,1250,,1,,,
3826,"Tênis de Golfe Masculino adidas Retrocross Spikeless (TAM 11 1/2) BRANCO COM VERDE",0000015,simple,publish,1250,1250,,1,Calçados,,http://localhost/htdocs/pontodogolfe/wp-content/uploads/2025/10/f-whitegreen-x-1.jpg
3827,"Adidas Summervent 24 (TAM 7)",0000014,simple,publish,1250,1250,,1,,,
3828,"Tênis de Golfe adidas S2G Spikeless BOA 24 (TAM 8 1/2)",0000013,simple,publish,1250,1250,,1,Calçados,,http://localhost/htdocs/pontodogolfe/wp-content/uploads/2025/10/48d9bc7e2f0356dabeca4093188c85cc.jpg
3829,"Adidas Solarmotion BOA (TAM 7)",0000012,simple,publish,1250,1250,,1,,,
3810,"Tênis de Golfe adidas S2G Spikeless BOA 24  (TAM 7 1/2)",0000032,simple,publish,1250,1250,,1,Calçados,,http://localhost/htdocs/pontodogolfe/wp-content/uploads/2025/10/48d9bc7e2f0356dabeca4093188c85cc.jpg
3059,"Barra trio coco e chocolate",0000072,simple,publish,4,4,,1,,,
2470,"CAMISETA ADIDAS BRANCA TM M",289,simple,publish,330,330,,1,Array,,
